timestamp,day,hour,weekday,pv_per_kwp,load_kw,import_price,export_price,is_validation
2026-01-01 00:00:00,0,0,3,0.0,1.7036666325456,0.3,0.0,False
2026-01-01 01:00:00,0,1,3,0.0,1.34474966547887,0.3,0.0,False
2026-01-01 02:00:00,0,2,3,0.0,1.4471324171669344,0.3,0.0,False
2026-01-01 03:00:00,0,3,3,0.0,1.637261778656133,0.3,0.0,False
2026-01-01 04:00:00,0,4,3,0.0,1.4805677043323509,0.3,0.0,False
2026-01-01 05:00:00,0,5,3,0.0,1.4259921797200186,0.3,0.0,False
2026-01-01 06:00:00,0,6,3,0.0,2.05143132308041,0.5,0.0,False
2026-01-01 07:00:00,0,7,3,0.11684686335365684,2.0655179807068764,0.5,0.0,False
2026-01-01 08:00:00,0,8,3,0.1425760533303083,3.632553686399179,0.5,0.0,False
2026-01-01 09:00:00,0,9,3,0.2592342139657902,3.7318549791981916,0.5,0.0,False
2026-01-01 10:00:00,0,10,3,0.30007363446515684,3.118728780614365,0.3,0.0,False
2026-01-01 11:00:00,0,11,3,0.4704313558370612,3.165677863428195,0.3,0.0,False
2026-01-01 12:00:00,0,12,3,0.4155180723640148,3.318624784820007,0.3,0.0,False
2026-01-01 13:00:00,0,13,3,0.44503830101831043,3.3047110181369765,0.3,0.0,False
2026-01-01 14:00:00,0,14,3,0.31596963011615875,3.154968586240405,0.3,0.0,False
2026-01-01 15:00:00,0,15,3,0.21935007578180554,3.1926039112911635,0.3,0.0,False
2026-01-01 16:00:00,0,16,3,0.19647538783338406,3.1402433445066658,0.5,0.0,False
2026-01-01 17:00:00,0,17,3,0.06959643568823906,3.368258978536981,0.5,0.0,False
2026-01-01 18:00:00,0,18,3,5.6574815383464e-17,1.2048541204962149,0.5,0.0,False
2026-01-01 19:00:00,0,19,3,0.0,1.3482634155659705,0.5,0.0,False
2026-01-01 20:00:00,0,20,3,0.0,1.220558767825152,0.5,0.0,False
2026-01-01 21:00:00,0,21,3,0.0,1.562853090578697,0.5,0.0,False
2026-01-01 22:00:00,0,22,3,0.0,1.2295899674917947,0.3,0.0,False
2026-01-01 23:00:00,0,23,3,0.0,1.5047593797803311,0.3,0.0,False
2026-01-02 00:00:00,1,0,4,0.0,1.7459286023621134,0.3,0.0,False
2026-01-02 01:00:00,1,1,4,0.0,1.7510150971906353,0.3,0.0,False
2026-01-02 02:00:00,1,2,4,0.0,1.229113864623177,0.3,0.0,False
2026-01-02 03:00:00,1,3,4,0.0,1.5447614402446435,0.3,0.0,False
2026-01-02 04:00:00,1,4,4,0.0,1.3516543055429318,0.3,0.0,False
2026-01-02 05:00:00,1,5,4,0.0,1.3210295946434614,0.3,0.0,False
2026-01-02 06:00:00,1,6,4,0.0,1.8829795068414887,0.5,0.0,False
2026-01-02 07:00:00,1,7,4,0.12895584742696356,2.0842436735399685,0.5,0.0,False
2026-01-02 08:00:00,1,8,4,0.167874311848309,3.7899488311330534,0.5,0.0,False
2026-01-02 09:00:00,1,9,4,0.24540261885921147,3.5927288607275676,0.5,0.0,False
2026-01-02 10:00:00,1,10,4,0.3222883715527199,3.4057550996115,0.3,0.0,False
2026-01-02 11:00:00,1,11,4,0.29095490780051697,2.9634437502177478,0.3,0.0,False
2026-01-02 12:00:00,1,12,4,0.2861384329187532,3.187058130235014,0.3,0.0,False
2026-01-02 13:00:00,1,13,4,0.3609700960613131,3.1764162682948123,0.3,0.0,False
2026-01-02 14:00:00,1,14,4,0.2690735616261698,3.3117481037608396,0.3,0.0,False
2026-01-02 15:00:00,1,15,4,0.29900676794683045,3.269575805451,0.3,0.0,False
2026-01-02 16:00:00,1,16,4,0.18197033864322104,3.278779335957017,0.5,0.0,False
2026-01-02 17:00:00,1,17,4,0.12011862810008245,3.273792070484079,0.5,0.0,False
2026-01-02 18:00:00,1,18,4,5.272971361415095e-17,1.503361086148363,0.5,0.0,False
2026-01-02 19:00:00,1,19,4,0.0,1.5810196450437335,0.5,0.0,False
2026-01-02 20:00:00,1,20,4,0.0,1.5223996539153575,0.5,0.0,False
2026-01-02 21:00:00,1,21,4,0.0,1.4573472275093162,0.5,0.0,False
2026-01-02 22:00:00,1,22,4,0.0,1.5602622419707173,0.3,0.0,False
2026-01-02 23:00:00,1,23,4,0.0,1.6239185315479145,0.3,0.0,False
2026-01-03 00:00:00,2,0,5,0.0,1.4165961163916057,0.3,0.0,False
2026-01-03 01:00:00,2,1,5,0.0,1.4910895903990986,0.3,0.0,False
2026-01-03 02:00:00,2,2,5,0.0,1.674285984456988,0.3,0.0,False
2026-01-03 03:00:00,2,3,5,0.0,1.3345858984098966,0.3,0.0,False
2026-01-03 04:00:00,2,4,5,0.0,1.7707053294383917,0.3,0.0,False
2026-01-03 05:00:00,2,5,5,0.0,1.2991267537890636,0.3,0.0,False
2026-01-03 06:00:00,2,6,5,0.0,1.4481953083192896,0.5,0.0,False
2026-01-03 07:00:00,2,7,5,0.11694628896109349,1.3574715004685982,0.5,0.0,False
2026-01-03 08:00:00,2,8,5,0.18509411048407903,1.8281890495304065,0.5,0.0,False
2026-01-03 09:00:00,2,9,5,0.2814677743578377,1.4244974956729273,0.5,0.0,False
2026-01-03 10:00:00,2,10,5,0.2504670011144442,1.4248738265207201,0.3,0.0,False
2026-01-03 11:00:00,2,11,5,0.27316681882364924,1.4443876890090122,0.3,0.0,False
2026-01-03 12:00:00,2,12,5,0.42334392062853504,1.5143404211840925,0.3,0.0,False
2026-01-03 13:00:00,2,13,5,0.3605597375589239,1.4507337331643233,0.3,0.0,False
2026-01-03 14:00:00,2,14,5,0.3439559801178593,1.48006697930664,0.3,0.0,False
2026-01-03 15:00:00,2,15,5,0.3166808530448849,0.9706185070464394,0.3,0.0,False
